Account_date,sales_qty,price_unit,in_price_unit,7d_ipu_mean,7d_ipu_var_,7d_ipu_trend,7d_ipu_cv,14d_ipu_mean,14d_ipu_var_,14d_ipu_trend,14d_ipu_cv,21d_ipu_mean,21d_ipu_var_,21d_ipu_trend,21d_ipu_cv,back_1day_price_unit,back_3day_price_unit,back_7day_price_unit,7d_p_mean,7d_p_var_,7d_p_trend,7d_p_cv,14d_p_mean,14d_p_var_,14d_p_trend,14d_p_cv,21d_p_mean,21d_p_var_,21d_p_trend,21d_p_cv,median_1_week,up_1_week,low_1_week,slope_var_1_week,var_1_week,slope_sum_1_week,sum_1_week,mean_1_week,slope_1_week,skew_1_week,kurt_1_week,cv_1_week,median_2_week,up_2_week,low_2_week,slope_var_2_week,var_2_week,slope_sum_2_week,sum_2_week,mean_2_week,slope_2_week,skew_2_week,kurt_2_week,cv_2_week,median_3_week,up_3_week,low_3_week,slope_var_3_week,var_3_week,slope_sum_3_week,sum_3_week,mean_3_week,slope_3_week,skew_3_week,kurt_3_week,cv_3_week,median_4_week,up_4_week,low_4_week,slope_var_4_week,var_4_week,slope_sum_4_week,sum_4_week,mean_4_week,slope_4_week,skew_4_week,kurt_4_week,cv_4_week,back_1day,back_3day,back_7day,last_7days_mean,last_7days_var,last_7days_trend,cv_7days,last_14days_mean,last_14days_var,last_14days_trend,cv_14days,last_21days_mean,last_21days_var,last_21days_trend,cv_21days,min,max^2,min_x_max,min^2,max_wind^2,min_wind_x_max_wind,min_wind^2,general_Label,中到大雨,中雨,中雨转小雨,多云,多云转小到中雨,多云转小雨,多云转晴,多云转阴,大到暴雨,大暴雨,大雨,小到中雨,小到中雨转中雨,小到中雨转多云,小到中雨转小雨,小到中雨转雨夹雪,小雨,小雨转中到大雨,小雨转中雨,小雨转多云,小雨转大雨,小雨转小到中雨,小雨转晴,小雨转阴,晴,晴转多云,晴转阴,暴雨,阴,阴转多云,阴转小雨,阴转晴,阵雨,阵雪,雨夹雪,雷阵雨,wind_direction_Label,东北风,东南风,东风,北风,南风,无持续风向,西北风,西南风,西风
2019-05-06,0.0,3.97999999999995,2.5,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,0.0,0.0,0.0,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,289.0,204.0,144.0,16.0,12.0,9.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-07,0.0,3.97999999999995,2.5,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,0.0,0.0,0.0,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,361.0,266.0,196.0,9.0,9.0,9.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-08,0.0,3.97999999999995,2.5,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,0.0,0.0,0.0,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,361.0,266.0,196.0,9.0,9.0,9.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-05-09,0.0,3.97999999999995,2.5,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,0.0,0.0,0.0,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,441.0,336.0,256.0,9.0,9.0,9.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-05-10,0.0,3.97999999999995,2.5,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,0.0,0.0,0.0,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,441.0,336.0,256.0,9.0,9.0,9.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-05-11,0.0,3.97999999999995,2.5,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,0.0,0.0,0.0,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,529.0,414.0,324.0,9.0,9.0,9.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-12,0.0,3.97999999999995,2.5,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,0.0,0.0,0.0,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,576.0,456.0,361.0,9.0,9.0,9.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-13,0.0,3.97999999999995,2.5,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,0.0,0.0,0.0,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,484.0,374.0,289.0,9.0,9.0,9.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-05-14,0.0,3.97999999999995,2.5,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,0.0,0.0,0.0,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,529.0,414.0,324.0,9.0,9.0,9.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-15,0.0,3.97999999999995,2.5,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,0.0,0.0,0.0,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,529.0,414.0,324.0,9.0,9.0,9.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-05-16,0.0,3.97999999999995,2.5,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,0.0,0.0,0.0,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,625.0,500.0,400.0,9.0,9.0,9.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-05-17,0.0,3.97999999999995,2.5,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,0.0,0.0,0.0,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,676.0,546.0,441.0,9.0,9.0,9.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-05-18,0.0,3.97999999999995,2.5,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,0.0,0.0,0.0,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,625.0,500.0,400.0,9.0,9.0,9.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-05-19,0.0,3.97999999999995,2.5,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,0.0,0.0,0.0,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,529.0,414.0,324.0,9.0,9.0,9.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-05-20,0.0,3.97999999999995,2.5,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,0.0,0.0,0.0,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,441.0,336.0,256.0,9.0,9.0,9.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-05-21,0.0,3.97999999999995,2.5,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,0.0,0.0,0.0,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,529.0,414.0,324.0,9.0,9.0,9.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-05-22,0.0,3.97999999999995,2.5,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,0.0,0.0,0.0,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,529.0,414.0,324.0,9.0,9.0,9.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-05-23,0.0,3.97999999999995,2.5,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,0.0,0.0,0.0,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,576.0,456.0,361.0,9.0,9.0,9.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-05-24,0.0,3.97999999999995,2.5,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,0.0,0.0,0.0,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,625.0,500.0,400.0,16.0,12.0,9.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019-05-25,0.0,3.97999999999995,2.5,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,0.0,0.0,0.0,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,729.0,594.0,484.0,16.0,12.0,9.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-26,0.0,3.97999999999995,2.5,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,0.0,0.0,0.0,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,625.0,500.0,400.0,9.0,9.0,9.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2019-05-27,0.0,3.97999999999995,2.5,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,0.0,0.0,0.0,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,576.0,456.0,361.0,9.0,9.0,9.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-05-28,0.0,3.97999999999995,2.5,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,0.0,0.0,0.0,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,484.0,374.0,289.0,9.0,9.0,9.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-05-29,0.0,3.97999999999995,2.5,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,0.0,0.0,0.0,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,484.0,374.0,289.0,9.0,9.0,9.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-05-30,0.0,3.97999999999995,2.5,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,2.5,0.0,0.7142857142857143,0.10526315789473684,0.0,0.0,0.0,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,3.9799999999999502,1.9721522630525295e-31,0.7991967871485922,0.09107468123861612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,625.0,500.0,400.0,9.0,9.0,9.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
